Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	# misassemblies	# local misassemblies	# unaligned contigs	Unaligned contigs length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genes	Largest alignment	NA50	NGA50	NA75	NGA75
R.sphaeroides_sga-spades.gam	12186	511	5704978	4164683	862	75323	4291843	4603060	68.71	68.79	12793	12057	6610	5330	2	2	0 + 3 part	205	92.746	1.004	0.00	4.92	3.49	3589 + 664 part	75323	12793	12057	6610	5330
R.sphaeroides_abyss-spades.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
R.sphaeroides_mira-msrca.gam	1581	446	4725855	4355336	1228	110511	4675875	4603060	68.75	68.79	17528	17743	8196	8354	10	7	1 + 7 part	1220	99.058	1.022	7.14	22.46	5.81	3814 + 530 part	110511	17328	17656	8112	8287
R.sphaeroides_MiSeq_spades-abyss.gam	272	99	4616287	4583508	182	286217	4606754	4603060	68.74	68.79	118093	118093	58086	58086	9	5	54 + 0 part	13389	99.485	1.003	9.88	10.37	3.84	4279 + 74 part	286217	118093	118093	52010	52010
R.sphaeroides_cabog-msrca.gam	539	531	4216057	4212622	537	41321	4215836	4603060	68.95	68.79	12421	11358	7179	5447	4	3	0 + 10 part	360	90.840	1.009	0.00	23.05	4.97	3530 + 511 part	41321	12360	11217	7179	5447
R.sphaeroides_MiSeq_mira-mira.gam	885	528	4662776	4462783	867	67456	4660114	4603060	68.76	68.79	15445	15792	7925	8326	20	7	0 + 3 part	116	99.038	1.025	3.24	42.45	8.14	3848 + 501 part	67456	15271	15445	7787	7925
R.sphaeroides_msrca-soap.gam	130	89	4489204	4468382	130	358962	4489204	4603060	68.86	68.79	176783	176783	76502	69776	5	5	0 + 3 part	49	97.031	1.005	0.00	74.94	5.28	4195 + 62 part	358962	176783	176783	76502	69769
R.sphaeroides_velvet-spades.gam	798	513	4525236	4422515	696	59062	4510543	4603060	68.77	68.79	13800	13087	7323	6852	3	4	1 + 5 part	404	97.568	1.001	0.00	12.83	3.36	3797 + 531 part	59056	13775	13087	7322	6851
R.sphaeroides_MiSeq_spades-spades.gam	275	100	4618855	4584948	185	286217	4609322	4603060	68.74	68.79	118093	118093	53389	53389	9	5	54 + 0 part	13389	99.485	1.004	10.54	10.11	3.82	4279 + 74 part	286217	115059	118093	52010	52010
R.sphaeroides_MiSeq_sga-sga.gam	1032	726	4621116	4486986	986	44874	4613222	4603060	68.80	68.79	9086	9108	4810	4854	5	3	3 + 2 part	859	98.172	1.012	0.00	3.28	3.05	3680 + 651 part	44874	9086	9108	4774	4799
R.sphaeroides_MiSeq_cabog-velvet.gam	78	76	3957952	3957278	77	246066	3957780	4603060	69.06	68.79	101743	85004	49234	25880	6	3	0 + 2 part	155	85.962	1.006	4.47	11.17	3.87	3720 + 83 part	246066	100705	77798	47517	25714
R.sphaeroides_MiSeq_msrca-soap.gam	60	51	4246591	4242027	60	241348	4246591	4603060	68.90	68.79	143568	142742	104082	65447	6	5	1 + 1 part	341	91.951	1.004	0.00	12.71	4.21	4015 + 43 part	241348	143568	142742	104082	65447
R.sphaeroides_MiSeq_cabog-abyss.gam	85	83	3946144	3945470	84	207138	3945972	4603060	69.06	68.79	82588	63331	45887	24136	6	3	0 + 2 part	155	85.700	1.006	4.49	10.88	3.88	3706 + 89 part	207138	77798	59592	43647	24136
R.sphaeroides_MiSeq_soap-msrca.gam	196	109	4564276	4530243	192	235584	4563560	4603060	68.80	68.79	130136	130136	64604	63448	1	9	19 + 1 part	5085	98.643	1.009	0.00	8.02	4.71	4228 + 115 part	235552	130136	130136	64604	63448
R.sphaeroides_MiSeq_msrca-sga.gam	57	50	4246725	4243446	57	241348	4246725	4603060	68.90	68.79	143568	142742	104082	65447	6	5	1 + 1 part	341	91.922	1.005	0.00	13.80	4.25	4017 + 41 part	241348	143568	142742	104082	65447
R.sphaeroides_soap-abyss.gam	7436	613	5220141	4360313	859	45522	4487957	4603060	68.87	68.79	10993	10600	5774	5310	3	10	1 + 11 part	1125	97.134	1.003	0.00	28.38	10.74	3655 + 674 part	45511	10906	10512	5702	5304
R.sphaeroides_abyss-soap.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
R.sphaeroides_MiSeq_abyss-msrca.gam	618	148	4585899	4509983	260	246258	4552549	4603060	68.79	68.79	119421	117775	33239	31539	3	5	0 + 2 part	103	98.551	1.004	0.00	9.08	3.79	4190 + 142 part	246258	119421	117775	33239	31539
R.sphaeroides_MiSeq_velvet-abyss.gam	500	191	4552651	4496977	267	169434	4528606	4603060	68.79	68.79	45403	42611	24300	23747	2	12	1 + 1 part	771	98.003	1.012	0.00	13.94	3.77	4148 + 179 part	169432	45403	42611	24248	23542
R.sphaeroides_abyss-sga.gam	1557	464	4633465	4501467	604	66408	4569531	4603060	68.73	68.79	13460	13319	8453	8354	9	2	1 + 1 part	661	98.258	1.009	0.18	10.17	3.74	3927 + 379 part	66408	13319	13002	8441	8339
R.sphaeroides_MiSeq_velvet-msrca.gam	432	116	4581944	4526553	197	245297	4557483	4603060	68.81	68.79	127747	127747	42054	39660	3	13	1 + 1 part	771	98.587	1.011	0.00	13.11	3.81	4236 + 102 part	245297	127747	127747	42054	39660
