ID or #		Start	End
gene1150		1174540	1175268
gene1151		1175279	1176052
gene1152		1176049	1177722
gene1153		1178520	1180076
gene1154		1180302	1181906
gene1155		1182066	1182845
gene1156		1182882	1184018
gene1157		1184186	1184398
gene1158		1184409	1184885
gene1159		1184882	1185751
gene1160		1185748	1186587
gene1162		1188005	1188664
gene1163		1188661	1189446
gene1164		1190333	1190944
gene1165		1191016	1192248
gene1166		1192424	1193713
gene1167		1193730	1194512
gene1169		1196164	1197120
gene1170		1197117	1198253
gene1171		1198599	1198751
gene1172		1198838	1199098
gene1173		1199109	1199582
gene1174		1199579	1201459
gene1175		1201456	1202376
gene1176		1202442	1204229
gene1177		1204363	1204620
gene1178		1204993	1207308
gene1179		1207359	1208339
gene1180		1208336	1209325
gene1181		1209322	1210491
gene1182		1210513	1211451
gene1183		1211807	1212622
gene1184		1212607	1213389
gene1185		1213444	1214658
gene1186		1214805	1215374
gene1187		1215772	1216809
gene1188		1216964	1217755
gene1189		1217909	1218667
gene1190		1218791	1219282
gene1191		1219513	1220103
gene1192		1220336	1221466
gene1193		1221596	1222030
gene1194		1222240	1224042
gene1195		1224206	1224736
gene1196		1224724	1225548
gene1197		1225545	1226072
gene1198		1226181	1227290
gene1199		1227335	1228273
gene1200		1228300	1228743
gene1201		1228759	1229007
gene1203		1229729	1230589
gene1204		1230599	1231192
gene1205		1231337	1232431
gene1206		1232486	1233292
gene1207		1233459	1234166
gene1208		1234177	1235337
gene1209		1235327	1236760
gene1210		1236765	1237379
gene1211		1237376	1237879
gene1212		1237977	1238759
gene1213		1238756	1239736
gene1215		1240670	1241362
gene1216		1241362	1242087
gene1217		1242098	1242895
gene1218		1242906	1244255
gene1219		1244252	1245697
gene1220		1245756	1246799
gene1221		1247175	1247864
gene1222		1247875	1248258
gene1223		1248295	1248795
gene1224		1249031	1250026
gene1225		1250170	1251246
gene1226		1251312	1251389
gene1227		1251470	1252315
gene1228		1252322	1252624
gene1229		1252715	1253686
gene1230		1253693	1254805
gene1231		1254831	1255037
gene1232		1255215	1255808
gene1233		1256030	1256527
gene1234		1256620	1257024
gene1235		1257131	1257883
gene1236		1257890	1259029
gene1237		1259153	1259431
gene1238		1259527	1260240
gene1239		1260334	1262448
gene1240		1262445	1264532
gene1241		1264784	1264906
gene1242		1265057	1265497
gene1243		1265563	1265922
gene1244		1266116	1266949
gene1245		1266934	1268268
gene1246		1268272	1270995
gene1247		1271238	1271501
gene1248		1271615	1272541
gene1249		1273029	1274999
gene1250		1274996	1275451
gene1251		1275661	1276287
gene1252		1276339	1276899
gene1253		1276982	1278748
gene1254		1279043	1279960
gene1255		1280450	1281292
gene1256		1281399	1281851
gene1257		1282161	1282571
gene1258		1283010	1283480
gene1259		1283622	1286471
gene1262		1287833	1289639
gene1263		1290283	1291473
gene1264		1291470	1292012
gene1265		1292063	1292749
gene1266		1292812	1293996
gene1267		1294019	1294183
gene1268		1294180	1295583
gene1269		1295580	1296032
gene1270		1296071	1296910
gene1271		1297043	1297519
gene1272		1297615	1298790
gene1273		1298787	1299185
gene1274		1299328	1300107
gene1275		1300184	1300510
gene1276		1300585	1301721
gene1277		1301738	1302859
gene1278		1302865	1304007
gene1279		1304004	1305485
gene1280		1305874	1307598
gene1281		1307660	1307932
gene1282		1307934	1308737
gene1283		1308775	1309647
gene1284		1309647	1310732
gene1285		1310743	1311831
gene1287		1314041	1314316
gene1288		1314483	1314842
gene1289		1314937	1317282
gene1290		1317485	1317832
gene1291		1318469	1319263
gene1292		1319386	1320297
gene1293		1321303	1321683
gene1294		1321994	1322746
gene1295		1322934	1323188
gene1296		1323185	1325791
gene1297		1326562	1326777
gene1298		1326905	1327411
gene1299		1327641	1328573
gene1300		1328804	1329034
gene1301		1329031	1329513
gene1302		1329510	1330763
gene1303		1330960	1332207
gene1304		1332287	1332661
gene1305		1332701	1333024
gene1306		1333021	1336002
gene1307		1335995	1336552
gene1308		1336565	1338508
gene1309		1338764	1339363
gene1310		1339516	1340070
gene1311		1340171	1341493
gene1312		1341579	1343417
gene1313		1343517	1344164
gene1314		1344210	1345556
gene1315		1345615	1347078
gene1316		1347320	1349299
gene1317		1349292	1350446
gene1318		1350446	1351471
gene1319		1351475	1352980
gene1320		1353302	1354246
gene1321		1354336	1355076
gene1322		1355162	1355728
gene1323		1355798	1356541
gene1324		1356538	1357359
gene1325		1357368	1358552
gene1326		1358559	1359893
gene1327		1360060	1360197
gene1328		1360291	1362690
gene1329		1362690	1363382
gene1330		1363468	1363935
gene1331		1363966	1364721
gene1332		1364718	1365539
gene1333		1365536	1366675
gene1335		1368835	1369437
gene1336		1369671	1370120
gene1337		1370494	1371102
gene1338		1371099	1371437
gene1339		1371654	1373153
gene1340		1373279	1374931
gene1341		1374928	1375647
gene1342		1375644	1376411
gene1343		1376415	1377635
gene1344		1377774	1378403
gene1345		1378400	1379062
gene1346		1379593	1380177
gene1347		1380472	1380798
gene1348		1381081	1381794
gene1349		1381791	1382954
gene1350		1383171	1384622
gene1351		1384661	1385332
gene1352		1385352	1386953
gene1353		1387180	1387527
gene1354		1387846	1388793
gene1355		1388804	1389931
gene1356		1389928	1390095
gene1357		1390370	1391626
gene1358		1391623	1392219
gene1359		1392245	1392574
gene1360		1392722	1393936
gene1361		1393970	1394737
gene1362		1394903	1395871
gene1363		1395862	1396806
gene1364		1396918	1398246
gene1365		1398481	1398876
gene1366		1399432	1400751
gene1367		1401018	1401476
gene1368		1401473	1402648
gene1369		1402642	1403139
gene1370		1403136	1403489
gene1371		1403476	1404069
gene1372		1404223	1404648
gene1373		1404645	1405229
gene1374		1405775	1406557
gene1375		1406572	1407225
gene1376		1407231	1407743
gene1377		1407736	1408137
gene1378		1408130	1408582
gene1379		1408579	1408812
gene1380		1409510	1409863
gene1381		1410065	1410313
gene1382		1410310	1410615
gene1383		1411144	1411416
gene1384		1412708	1413001
gene1385		1413287	1413360
gene1386		1413396	1413761
gene1387		1413841	1415862
gene1388		1415997	1416971
gene1389		1416968	1417939
gene1390		1417926	1418219
gene1391		1418489	1419625
gene1392		1419622	1420356
gene1393		1420507	1421145
gene1394		1421362	1423002
gene1395		1423051	1424142
gene1396		1424176	1424442
gene1397		1424454	1425662
gene1398		1425730	1426398
gene1399		1426933	1428399
gene1400		1428501	1429427
gene1401		1429456	1430004
gene1402		1430166	1430897
gene1403		1431034	1431996
gene1404		1432069	1432959
gene1405		1432963	1433424
gene1406		1433831	1434376
gene1407		1434468	1434920
gene1408		1434945	1435232
gene1409		1435363	1436742
gene1410		1436969	1437679
gene1411		1437761	1438945
gene1412		1439332	1440228
gene1413		1440310	1441071
gene1414		1441320	1442234
gene1415		1442231	1443142
gene1416		1443169	1443966
gene1418		1446268	1449534
gene1419		1449545	1450705
gene1420		1450705	1451346
gene1421		1451545	1452189
gene1422		1452186	1453403
gene1423		1453666	1457163
gene1424		1457240	1457755
gene1425		1457899	1458903
gene1426		1459018	1459587
gene1427		1459785	1460675
gene1428		1460728	1463199
gene1429		1463661	1464911
gene1430		1465006	1465239
gene1431		1465397	1466908
gene1432		1466910	1468286
gene1433		1468341	1469771
gene1434		1469768	1472077
gene1435		1472129	1473496
gene1436		1473496	1474602
gene1437		1474599	1475579
gene1438		1475793	1476470
gene1439		1476579	1477058
gene1440		1477055	1477552
gene1441		1477549	1478034
gene1442		1478069	1479247
gene1443		1479346	1479420
gene1444		1479511	1479585
gene1445		1479750	1480358
gene1446		1480355	1481584
gene1447		1481992	1482351
gene1448		1482348	1483385
gene1449		1483389	1486625
gene1450		1486625	1487254
gene1451		1487254	1487985
gene1452		1487982	1488716
gene1453		1488692	1489435
gene1454		1489434	1490597
gene1455		1490594	1490968
gene1456		1490965	1491747
gene1458		1492560	1493324
gene1459		1493773	1494885
gene1460		1494882	1495427
gene1461		1495740	1497308
gene1462		1497308	1498243
gene1463		1498312	1499640
gene1464		1499610	1500746
gene1465		1500964	1501341
gene1466		1501478	1503019
gene1467		1503135	1503740
gene1468		1503743	1504708
gene1469		1504712	1505485
gene1470		1505485	1506585
gene1471		1507076	1507330
gene1472		1507335	1507973
gene1473		1508343	1508417
gene1474		1508872	1511280
gene1475		1511542	1512630
gene1476		1512737	1513867
gene1477		1514033	1517110
gene1478		1517118	1518293
gene1479		1518439	1519008
gene1480		1519588	1520061
gene1481		1520106	1522043
gene1482		1522085	1523179
gene1485		1525750	1526772
gene1486		1526833	1527201
gene1487		1527213	1528271
gene1488		1528302	1529399
gene1489		1529470	1531152
gene1490		1531758	1532222
gene1491		1532219	1532440
gene1492		1532437	1533522
gene1493		1533552	1533743
gene1495		1535194	1536642
gene1496		1536836	1537810
gene1497		1538340	1539449
gene1498		1539474	1540595
gene1499		1540595	1541587
gene1500		1541664	1543016
gene1501		1543355	1544677
gene1502		1544696	1545649
gene1503		1545836	1546621
gene1504		1546632	1549004
gene1505		1549033	1549515
gene1506		1549544	1550074
gene1508		1552479	1553651
gene1510		1554749	1556383
gene1511		1556380	1558494
gene1512		1558491	1559945
gene1513		1560042	1561313
gene1514		1562080	1564485
gene1515		1564999	1565433
gene1516		1565459	1565872
gene1517		1566031	1568472
gene1518		1568623	1568823
gene1519		1568924	1569085
gene1520		1569749	1570171
gene1521		1570299	1572146
gene1522		1572150	1572770
gene1523		1572868	1573443
gene1524		1573457	1573915
gene1526		1575712	1576842
gene1527		1576839	1577933
gene1528		1577933	1580077
gene1529		1580094	1581401
gene1530		1581398	1582366
gene1531		1582444	1583280
gene1534		1585643	1586698
gene1536		1587294	1588259
gene1537		1588532	1589698
gene1538		1589910	1590716
gene1539		1590979	1591989
gene1540		1592216	1593157
gene1541		1593225	1594265
gene1542		1594597	1594842
gene1543		1594847	1596040
gene1544		1596123	1596641
gene1545		1596638	1597273
gene1546		1597278	1598168
gene1547		1598359	1599036
gene1548		1599130	1600500
gene1549		1600645	1601658
gene1550		1601836	1603020
gene1551		1603149	1603931
gene1552		1604024	1604734
gene1553		1604738	1605748
gene1554		1605745	1607040
gene1555		1607045	1607644
gene1556		1607702	1608325
gene1557		1609145	1609228
gene1558		1609413	1609877
gene1559		1609892	1610578
gene1560		1610578	1611957
gene1561		1612029	1613216
gene1562		1613216	1614739
gene1564		1617588	1618280
gene1565		1618285	1618713
gene1567		1619701	1620489
gene1568		1620482	1621495
gene1569		1621492	1622478
gene1570		1622549	1624300
gene1571		1624367	1624852
gene1572		1624843	1625454
gene1573		1625615	1626070
gene1574		1626093	1627121
gene1575		1627146	1627958
gene1576		1628096	1631482
gene1577		1631639	1632532
gene1578		1632900	1635140
gene1579		1635374	1635616
gene1580		1635676	1636041
gene1582		1636633	1637091
gene1583		1637358	1639376
gene1584		1639449	1639748
gene1585		1639774	1640745
gene1586		1641318	1642319
gene1587		1642528	1642683
gene1588		1642710	1643198
gene1589		1643268	1643702
gene1590		1643757	1644650
gene1591		1644753	1646252
gene1592		1646777	1647433
gene1593		1647676	1647888
gene1594		1648123	1650981
gene1595		1651098	1652234
gene1596		1652437	1653843
gene1597		1653920	1654495
gene1599		1656038	1657078
gene1600		1657164	1660448
gene1601		1660539	1661000
gene1602		1661411	1662754
gene1603		1662744	1663262
gene1604		1663458	1664234
gene1605		1664604	1665731
gene1606		1665840	1668389
gene1607		1668481	1669716
gene1608		1669765	1670916
gene1609		1671084	1671827
gene1610		1672163	1673296
gene1611		1673427	1674554
gene1612		1674752	1675975
gene1613		1676110	1676679
gene1614		1676870	1678282
gene1615		1678279	1678722
gene1616		1678919	1678995
gene1617		1679031	1679107
gene1618		1679197	1679961
gene1619		1680129	1680470
gene1620		1680503	1683964
gene1621		1684120	1684452
gene1622		1684595	1685206
gene1623		1685278	1685922
gene1624		1685926	1688079
gene1625		1689113	1689598
gene1626		1690255	1690626
gene1627		1690672	1691094
gene1628		1691095	1691412
gene1629		1691414	1691755
gene1630		1691779	1692888
gene1631		1692961	1693485
gene1632		1693482	1694708
gene1633		1694748	1696334
gene1634		1696321	1696761
gene1635		1697025	1697336
gene1636		1697390	1697896
gene1637		1697978	1698358
gene1638		1698327	1698719
gene1639		1699690	1700622
gene1640		1704125	1704520
gene1641		1704748	1706277
gene1642		1706240	1706530
gene1643		1706705	1708261
gene1644		1708728	1709615
gene1645		1709694	1710818
gene1646		1710871	1711836
gene1647		1711869	1712738
gene1648		1712767	1713684
gene1649		1713674	1714627
gene1650		1714668	1715552
gene1651		1715549	1716166
gene1652		1716318	1717415
gene1653		1717412	1718218
gene1654		1718215	1719102
gene1655		1719530	1720933
gene1656		1721018	1721245
gene1657		1721336	1722043
gene1658		1722384	1722866
gene1659		1722870	1723334
gene1660		1723539	1724330
gene1661		1724906	1725439
gene1663		1727111	1728166
gene1664		1728364	1729155
gene1665		1729383	1730381
gene1666		1730543	1732042
gene1667		1732315	1734816
gene1668		1734863	1735036
gene1669		1735288	1736106
gene1670		1736242	1736961
gene1671		1736958	1737971
gene1672		1737975	1740089
gene1673		1740409	1740810
gene1674		1740807	1741892
gene1675		1741889	1742557
gene1676		1742579	1742893
gene1677		1742922	1743293
gene1678		1743312	1743944
gene1679		1743941	1744393
gene1680		1744503	1744988
gene1681		1745042	1745230
gene1682		1745558	1745875
gene1683		1745872	1746252
gene1684		1746536	1747117
gene1685		1747255	1750542
gene1686		1750569	1750973
gene1688		1752877	1753593
gene1689		1753606	1754115
gene1690		1754134	1755231
gene1691		1755231	1756040
gene1692		1756037	1757236
gene1693		1757381	1757686
gene1694		1758112	1759248
gene1695		1759262	1759585
gene1696		1759605	1761317
gene1697		1761319	1762341
gene1698		1762345	1763169
gene1699		1763166	1764494
gene1700		1764496	1764903
gene1701		1764958	1767057
gene1702		1767068	1767640
gene1703		1767644	1768615
gene1704		1768772	1769068
gene1705		1769200	1769457
gene1706		1769454	1770359
gene1707		1770359	1770625
gene1708		1770625	1771434
gene1709		1771421	1772563
gene1710		1772617	1773336
gene1711		1773344	1774012
gene1712		1774019	1775353
gene1713		1775529	1777010
gene1714		1777249	1778904
gene1715		1778935	1780164
gene1716		1780189	1780986
gene1717		1780993	1782222
gene1719		1786429	1786731
gene1720		1786731	1787846
gene1721		1787843	1788511
gene1722		1788519	1789307
gene1723		1789361	1790116
gene1724		1790125	1791396
gene1725		1791421	1792092
gene1726		1792094	1792510
gene1727		1792510	1792896
gene1728		1792986	1794152
gene1729		1794433	1797099
gene1730		1797096	1797623
gene1731		1797908	1798540
gene1732		1798734	1799234
gene1733		1799406	1800092
gene1734		1800089	1801042
gene1735		1801150	1802460
gene1736		1802562	1803434
gene1737		1803436	1804266
gene1738		1804274	1805272
gene1739		1805274	1806044
gene1740		1806098	1807531
gene1741		1807746	1807817
gene1742		1808034	1809131
gene1743		1809282	1811330
gene1744		1811327	1811941
gene1745		1812328	1812714
gene1746		1812711	1813328
gene1747		1813325	1815067
gene1751		1819560	1820516
gene1752		1820513	1821007
gene1753		1821004	1821498
gene1754		1821495	1821803
gene1755		1821805	1823907
gene1756		1823898	1824428
gene1757		1824472	1825347
gene1758		1825347	1826690
gene1759		1826723	1828219
gene1760		1828216	1828560
gene1762		1829852	1830259
gene1763		1830270	1832843
gene1764		1832840	1833814
gene1765		1834149	1834919
gene1766		1835172	1835654
gene1767		1835702	1836361
gene1768		1836472	1837173
gene1769		1837195	1837353
gene1770		1837350	1837982
gene1771		1838097	1838369
gene1772		1838690	1840312
gene1773		1840312	1840512
gene1774		1840516	1842303
gene1775		1842296	1843495
gene1776		1843556	1843630
gene1777		1844020	1845081
gene1778		1845071	1845745
gene1779		1845774	1846550
gene1780		1846786	1848276
gene1781		1849076	1849149
gene1782		1849400	1849684
gene1783		1849677	1851116
gene1784		1851235	1852068
gene1785		1852143	1852216
gene1786		1852329	1853036
gene1787		1853174	1853524
gene1788		1854206	1854604
gene1789		1854625	1854852
gene1790		1854865	1855434
gene1791		1855758	1857092
gene1792		1857117	1857201
gene1793		1857400	1857870
gene1794		1857958	1858794
gene1795		1858791	1859516
gene1796		1859643	1859981
gene1797		1860063	1861472
gene1798		1861665	1862717
gene1799		1862714	1863151
gene1800		1863148	1864632
gene1801		1864928	1866067
gene1802		1866064	1867374
gene1803		1867577	1868254
gene1804		1868401	1869273
gene1805		1869270	1870301
gene1806		1870298	1871437
gene1807		1871561	1871854
gene1808		1872062	1872961
gene1810		1874842	1875834
gene1811		1875827	1876864
gene1812		1877726	1878826
gene1813		1878943	1879134
gene1814		1879205	1880878
gene1816		1881422	1881637
gene1817		1882044	1882361
gene1818		1882687	1883118
gene1819		1883377	1884348
gene1820		1884473	1887157
gene1821		1887157	1887447
gene1822		1887444	1887812
gene1823		1887974	1889260
gene1824		1889397	1890242
gene1825		1890252	1890992
gene1826		1891185	1892126
gene1827		1892163	1893944
gene1828		1894242	1895624
gene1829		1895669	1896649
gene1830		1896679	1897530
gene1831		1897527	1898462
gene1832		1898571	1898870
gene1833		1898887	1899372
gene1834		1899372	1900877
gene1835		1900952	1902211
gene1836		1902349	1902981
gene1837		1903171	1903782
gene1838		1903823	1905127
gene1839		1905200	1905739
gene1840		1905803	1907140
gene1841		1907274	1907906
gene1842		1907914	1909260
gene1843		1909280	1909924
gene1844		1909873	1910244
gene1845		1910241	1910711
gene1846		1910711	1911085
gene1847		1911210	1912475
gene1848		1912600	1913232
gene1849		1913399	1914007
gene1850		1914123	1915328
gene1851		1915325	1917013
gene1852		1917010	1917654
gene1853		1917787	1918257
gene1854		1918334	1919653
gene1855		1919694	1920605
gene1856		1920665	1920739
gene1857		1920763	1921188
gene1858		1921201	1921707
gene1859		1921743	1922249
gene1860		1922251	1923312
gene1861		1923314	1923868
gene1862		1923868	1925028
gene1863		1925115	1925456
gene1864		1925447	1927102
gene1865		1927099	1927404
gene1866		1927567	1928904
gene1867		1929125	1929337
gene1868		1929613	1930242
gene1869		1930262	1931503
gene1870		1931645	1931716
gene1871		1932095	1934158
gene1872		1934696	1934944
gene1873		1935301	1935510
gene1874		1935581	1936066
gene1875		1936160	1938697
gene1876		1938711	1939982
gene1877		1939988	1942159
gene1878		1942439	1942528
gene1879		1943574	1944140
gene1880		1944352	1945401
gene1881		1945398	1945901
gene1882		1945888	1947486
gene1883		1947434	1948387
gene1884		1948474	1950069
gene1885		1950102	1950509
gene1886		1950647	1951747
gene1887		1951757	1952518
gene1888		1953030	1954142
gene1889		1954543	1954977
gene1890		1955064	1956098
gene1891		1956381	1957724
gene1892		1957724	1958887
gene1893		1959022	1960305
gene1894		1960590	1962038
gene1895		1962049	1963620
gene1896		1963759	1964286
gene1897		1964324	1965514
gene1898		1965738	1966766
gene1899		1967154	1967999
gene1900		1968226	1969428
gene1901		1969599	1971371
gene1902		1971361	1972128
gene1903		1972274	1972837
gene1904		1973046	1973372
gene1905		1973791	1974531
gene1906		1974662	1976062
gene1907		1976110	1976763
gene1908		1976931	1978313
gene1909		1978340	1980286
gene1910		1980460	1980708
gene1911		1980721	1981647
gene1912		1981640	1982488
gene1913		1982612	1982788
gene1914		1982802	1982951
gene1915		1982953	1983015
gene1916		1983082	1983315
gene1917		1983312	1984787
gene1918		1984787	1986295
gene1919		1986371	1987372
gene1920		1987369	1988325
gene1921		1988478	1989617
gene1922		1989670	1990536
gene1923		1990681	1992168
gene1925		1993234	1993710
gene1926		1993742	1994809
gene1927		1994806	1996362
gene1928		1996520	1997494
gene1929		1997499	1998503
gene1931		2000197	2001063
gene1932		2001312	2001845
gene1933		2001848	2003032
gene1934		2003035	2004318
gene1935		2004315	2005223
gene1936		2005297	2005917
gene1937		2005924	2007762
gene1938		2007910	2009304
gene1939		2009363	2010157
gene1940		2010530	2011012
gene1941		2011009	2012295
gene1942		2012366	2013970
gene1943		2013960	2017541
gene1944		2017603	2018496
gene1945		2018540	2019208
gene1946		2019205	2020644
gene1947		2020663	2021445
gene1949		2022294	2022758
gene1950		2022780	2023076
gene1951		2023073	2024164
gene1952		2024226	2025098
gene1954		2026281	2026979
gene1955		2026976	2027719
gene1956		2027716	2028948
gene1957		2029315	2031243
gene1958		2031307	2032587
gene1959		2032887	2033510
gene1960		2033507	2034139
gene1961		2034136	2034684
gene1962		2034681	2035100
gene1963		2035102	2036808
gene1964		2036968	2037840
gene1965		2037896	2038213
gene1966		2038238	2038543
gene1967		2038594	2038896
gene1969		2039862	2040977
gene1970		2041012	2042322
gene1971		2042383	2042757
gene1972		2042750	2042905
gene1973		2042921	2043085
gene1974		2043280	2044659
gene1975		2045159	2045800
gene1976		2045850	2047208
gene1977		2047282	2047977
gene1978		2047974	2048195
gene1979		2048192	2048365
gene1980		2048367	2050241
gene1981		2050246	2051043
gene1982		2051040	2052380
gene1983		2052394	2052846
gene1984		2052996	2053202
gene1985		2053376	2053912
gene1986		2053920	2054621
gene1987		2054833	2056026
gene1988		2056160	2057170
gene1989		2057186	2057590
gene1990		2057613	2059451
gene1991		2059448	2061625
gene1992		2061625	2063991
gene1993		2064025	2064696
gene1994		2065080	2067449
gene1995		2067539	2068360
gene1997		2069349	2069918
gene1998		2070079	2071101
gene1999		2071291	2072568
gene2000		2072568	2073515
gene2001		2073607	2074650
gene2002		2074640	2076160
gene2003		2076157	2077161
gene2004		2077432	2078532
gene2005		2078687	2079568
gene2006		2079565	2080356
gene2007		2080373	2081431
gene2008		2081485	2081925
gene2009		2081929	2082993
gene2010		2083151	2083474
gene2011		2083587	2084009
gene2012		2084288	2084740
gene2013		2084795	2086276
gene2014		2086429	2087451
gene2015		2087451	2088632
gene2016		2088688	2090046
gene2017		2090051	2090839
gene2018		2090868	2091206
gene2019		2091503	2092882
gene2021		2093252	2094175
gene2022		2094117	2094815
gene2023		2094867	2095748
gene2024		2095851	2096093
gene2025		2096173	2097465
gene2026		2097776	2098402
gene2027		2098565	2100208
gene2028		2100387	2101169
gene2029		2101250	2101687
gene2030		2101851	2102648
gene2031		2102691	2103416
gene2032		2103456	2104337
gene2033		2104334	2105161
gene2034		2105166	2106503
gene2035		2106563	2107240
gene2036		2107245	2108600
gene2037		2108597	2109898
gene2038		2110203	2111570
gene2039		2111633	2112187
gene2040		2112314	2112763
gene2041		2112917	2114722
gene2042		2114824	2116095
gene2043		2116163	2116927
gene2044		2117070	2119010
gene2045		2119520	2119726
gene2046		2119787	2120113
gene2047		2120180	2120584
gene2048		2120618	2121097
gene2049		2121097	2121993
gene2050		2122280	2122708
gene2051		2122870	2123940
gene2052		2123955	2124422
gene2053		2124644	2125024
gene2054		2125036	2127042
gene2055		2127147	2129078
gene2056		2129201	2130628
gene2057		2130992	2132692
gene2058		2132689	2133246
gene2059		2133250	2133786
gene2060		2133851	2134441
gene2061		2134939	2136225
gene2062		2136288	2137253
gene2063		2137250	2139001
gene2064		2139072	2139146
gene2065		2139213	2140256
gene2066		2140469	2141464
gene2067		2141667	2142605
gene2068		2142602	2143480
gene2069		2143501	2144508
gene2070		2144508	2145095
gene2071		2145159	2146880
gene2072		2147002	2147694
gene2073		2147750	2148028
gene2074		2148157	2149542
gene2075		2149704	2150231
gene2076		2150233	2150592
gene2077		2150594	2151187
gene2078		2151264	2151920
gene2079		2152121	2152531
gene2080		2152500	2153177
gene2081		2153246	2153620
gene2082		2153636	2154136
gene2083		2154124	2154570
gene2084		2154649	2155689
gene2085		2155955	2156563
gene2086		2156707	2158425
gene2087		2158701	2161199
gene2088		2161273	2161602
gene2089		2161946	2163268
gene2090		2163545	2165401
gene2091		2165424	2165645
gene2092		2165851	2166786
gene2093		2167014	2168234
gene2094		2168244	2168822
gene2095		2168819	2169298
gene2096		2169300	2170582
gene2097		2170582	2171340
gene2098		2171350	2171661
gene2099		2171696	2173237
gene2100		2173313	2174359
gene2101		2174442	2174909
gene2102		2175063	2175722
gene2103		2175719	2176303
gene2105		2177913	2178515
gene2106		2178615	2180435
gene2107		2180481	2181275
gene2108		2181431	2181721
gene2110		2184461	2185534
gene2111		2185729	2186319
gene2112		2186323	2188623
gene2113		2188723	2189886
gene2114		2189977	2190756
gene2115		2190753	2191436
gene2116		2191438	2191854
gene2117		2192148	2193230
gene2118		2193574	2196765
gene2119		2196758	2197711
gene2120		2197833	2198087
gene2121		2198150	2199037
gene2122		2199168	2200064
gene2123		2200069	2201049
gene2124		2201049	2201573
gene2125		2201698	2203191
gene2126		2203188	2203742
gene2127		2203870	2205090
gene2129		2206851	2207183
gene2130		2207288	2208010
gene2131		2208007	2209557
gene2132		2209777	2210226
gene2133		2210230	2210829
gene2134		2210875	2211519
gene2135		2211874	2213370
gene2136		2213501	2214538
gene2137		2214640	2215206
gene2138		2215294	2216661
gene2139		2216678	2217403
gene2140		2217400	2218224
gene2141		2218366	2218668
gene2142		2218676	2219956
gene2143		2219959	2220504
gene2144		2220567	2221544
gene2145		2221570	2222976
gene2146		2223080	2223796
gene2147		2223935	2224687
gene2148		2225114	2226445
gene2149		2226442	2227434
gene2150		2227431	2228858
gene2152		2231581	2232690
gene2153		2232694	2234484
gene2154		2234496	2235071
gene2155		2235213	2235860
gene2156		2236151	2236771
gene2157		2236771	2237088
gene2158		2237085	2237471
gene2159		2237483	2238301
gene2160		2238298	2239056
gene2161		2239053	2239865
gene2162		2239858	2240199
gene2163		2240199	2241068
gene2164		2241068	2242543
gene2165		2242545	2242835
gene2166		2242832	2243971
gene2167		2244022	2245044
gene2169		2245560	2246135
gene2170		2246349	2249186
gene2171		2249199	2250626
gene2172		2250807	2251820
gene2173		2251882	2252958
gene2174		2252955	2254046
gene2175		2254046	2255155
gene2176		2255157	2256257
gene2177		2256254	2258272
gene2178		2258269	2259375
gene2179		2259613	2260611
gene2180		2260602	2261627
gene2181		2261634	2262422
gene2182		2262525	2263328
gene2183		2263490	2264149
gene2184		2264159	2264590
gene2186		2266028	2266354
gene2187		2266463	2267539
gene2188		2267539	2268702
gene2189		2268702	2269442
gene2190		2269452	2269772
gene2191		2270336	2270875
gene2192		2270856	2271158
gene2193		2271272	2271742
gene2194		2271739	2272215
gene2195		2272187	2273554
gene2196		2273554	2275017
gene2197		2275264	2276784
gene2198		2276885	2278366
gene2199		2278428	2279303
gene2200		2279747	2280577
gene2201		2280582	2280797
gene2202		2280794	2281078
gene2204		2282039	2283514
gene2205		2283761	2285506
gene2206		2285786	2286181
gene2207		2286494	2287276
gene2208		2287395	2288462
gene2209		2288475	2289128
gene2210		2289308	2289955
gene2211		2290223	2290564
gene2212		2290834	2291859
gene2213		2291924	2292826
gene2214		2292945	2293619
gene2215		2293616	2294122
gene2216		2294442	2294654
gene2217		2295006	2295881
gene2218		2295945	2296619
gene2219		2296841	2299033
gene2220		2299128	2299787
gene2221		2299810	2300499
gene2222		2300496	2301416
gene2223		2301525	2302244
gene2224		2302340	2303056
gene2225		2303064	2303900
gene2226		2303964	2304407
gene2227		2304404	2304649
gene2228		2304633	2307587
gene2229		2307782	2308837
gene2230		2308938	2310368
gene2231		2310595	2311362
gene2233		2313655	2314044
gene2234		2314046	2314567
gene2235		2314578	2316398
gene2236		2316462	2318279
gene2237		2318295	2318555
gene2238		2318643	2319296
gene2239		2319336	2321297
gene2240		2321390	2323288
gene2241		2323361	2323855
gene2243		2325622	2326044
gene2244		2326302	2327882
gene2245		2328340	2328762
gene2246		2329105	2329674
gene2247		2329855	2331510
gene2248		2331507	2331866
gene2249		2332005	2332208
gene2250		2332354	2332506
gene2251		2332597	2332887
gene2252		2333138	2333344
gene2254		2334500	2336005
gene2256		2336687	2338705
gene2257		2338792	2339841
gene2258		2339838	2340305
gene2259		2340411	2341601
gene2260		2341664	2342491
gene2261		2342488	2343366
gene2262		2343421	2343975
gene2263		2343972	2344550
gene2264		2344688	2344764
gene2265		2344845	2346215
gene2266		2346456	2346761
gene2267		2347274	2347747
gene2268		2347737	2348597
gene2269		2348723	2349103
gene2270		2349051	2349434
gene2271		2349479	2350285
gene2272		2350328	2350711
gene2273		2350985	2351614
gene2274		2351902	2352414
gene2275		2352461	2352757
